Pos,ID,Name,BV,SV,Team,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts,Elite%
M,1,Fábio Vieira,5.4,5.4,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,2,G.Jesus,6.5,6.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,3,Gabriel,6.4,6.2,Arsenal,91,4.76,87,3.93,84,4.24,83,5.98,81,2.50,81,3.94,81,3.06,81,3.80,81,4.59,0.89
F,4,Havertz,7.7,7.7,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,5,Hein,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,6,J.Timber,5.6,5.6,Arsenal,77,3.97,74,3.40,69,3.52,66,4.70,65,2.00,62,3.07,60,2.32,59,2.80,60,3.36,0.06
M,7,Jorginho,4.7,4.7,Arsenal,12,0.50,15,0.61,15,0.66,16,0.91,17,0.43,16,0.68,19,0.76,17,0.72,18,0.77,0.00
D,8,Kiwior,4.8,4.8,Arsenal,2,0.06,4,0.12,6,0.21,7,0.37,8,0.18,8,0.30,9,0.27,10,0.36,8,0.35,0.00
M,9,Martinelli,6.5,6.5,Arsenal,78,4.74,73,4.06,67,4.45,65,5.54,67,2.41,65,4.01,67,3.25,64,3.75,67,4.56,0.00
M,10,Nelson,5.0,5.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,17,0.83,0.00
F,11,Nketiah,5.9,5.9,Crystal Palace,49,2.90,39,2.02,26,2.66,26,1.94,27,0.70,31,1.74,30,1.96,30,1.56,30,1.37,0.00
M,12,Nwaneri,4.6,4.5,Arsenal,53,3.01,51,2.69,45,2.79,43,3.34,42,1.38,42,2.31,41,1.96,43,2.32,42,2.56,0.11
M,13,Ødegaard,8.2,8.2,Arsenal,89,5.27,85,4.54,84,4.96,82,6.07,81,2.50,82,4.08,80,3.37,79,3.91,79,4.52,0.10
G,14,Ramsdale,4.4,4.4,Southampton,94,3.14,93,3.07,93,3.12,93,4.38,92,1.25,92,3.43,91,3.33,92,3.14,92,2.91,0.00
G,15,Raya,5.5,5.5,Arsenal,94,4.34,94,4.03,93,4.09,92,5.80,91,2.48,90,3.95,90,3.71,91,3.87,90,4.36,0.20
M,16,Rice,6.2,6.2,Arsenal,83,3.21,81,2.99,80,3.33,77,4.19,76,1.80,77,2.96,75,2.53,74,2.76,75,3.15,0.00
M,17,Saka,10.2,10.2,Arsenal,9,0.68,25,1.61,53,4.07,67,6.47,74,3.12,81,5.67,82,4.44,80,5.29,77,6.02,0.00
D,18,Saliba,6.2,6.1,Arsenal,91,4.57,88,3.84,86,4.06,84,5.79,83,2.50,83,3.90,84,3.01,83,3.74,83,4.45,0.04
M,19,Smith Rowe,5.1,5.1,Fulham,66,2.46,59,2.57,58,2.63,54,3.86,53,1.19,52,2.60,53,3.57,52,2.17,50,2.40,0.00
M,20,Thomas,4.9,4.9,Arsenal,73,2.59,72,2.41,69,2.59,67,3.30,64,1.37,64,2.27,63,1.96,63,2.14,64,2.46,0.00
D,21,Tierney,4.3,4.3,Arsenal,3,0.15,4,0.18,4,0.22,5,0.31,6,0.17,6,0.28,6,0.24,7,0.32,7,0.37,0.00
D,22,Tomiyasu,4.8,4.8,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,23,Trossard,6.8,6.8,Arsenal,72,4.64,69,4.00,64,4.43,61,5.43,60,2.27,60,3.83,59,2.99,59,3.58,60,4.33,0.18
D,24,White,6.1,6.1,Arsenal,25,1.19,30,1.28,36,1.72,41,2.80,45,1.31,50,2.39,50,1.88,49,2.25,49,2.67,0.00
D,25,Zinchenko,4.8,4.8,Arsenal,12,0.58,15,0.68,14,0.73,16,1.11,17,0.51,15,0.77,17,0.74,17,0.86,17,0.94,0.00
D,26,Alex Moreno,4.2,4.2,Nott'm Forest,9,0.40,0,0.00,14,0.66,16,0.67,16,0.43,19,0.83,18,1.24,19,0.73,19,0.77,0.00
F,27,Archer,4.9,4.9,Southampton,28,1.55,31,1.68,30,1.65,31,2.21,31,0.67,29,1.74,31,1.77,32,1.56,31,1.39,0.00
M,28,Bailey,6.2,6.2,Aston Villa,22,1.19,23,1.33,24,1.51,25,2.38,24,0.11,25,1.43,25,1.96,24,1.04,32,1.62,0.00
M,29,Barkley,5.2,5.2,Aston Villa,6,0.29,9,0.43,14,0.80,15,1.28,15,0.06,17,0.87,17,1.16,16,0.60,21,0.98,0.00
M,30,Barrenechea,4.9,4.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,31,Buendia,5.1,5.1,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,32,Cash,4.4,4.4,Aston Villa,33,1.04,33,1.31,33,1.51,33,1.85,34,0.08,31,1.27,33,1.55,32,0.88,34,1.19,0.00
M,33,Dendoncker,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,34,Diaby,6.5,6.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,35,Diego Carlos,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,36,Digne,4.5,4.5,Aston Villa,64,2.08,62,2.67,60,3.01,60,3.58,61,0.14,59,2.63,57,2.86,58,1.73,59,2.14,0.01
M,37,Dobbin,5.0,5.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,38,Duran,5.7,5.7,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,39,Gauci,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,40,Hause,3.9,3.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,41,Iling Jr,5.4,5.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,42,Kamara,5.0,5.0,Aston Villa,50,1.46,54,1.66,51,1.68,53,2.75,50,0.13,52,1.60,50,2.10,50,1.11,52,1.54,0.00
D,43,Kesler-Hayden,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,44,Konsa,4.4,4.4,Aston Villa,91,2.27,90,3.10,88,3.57,89,3.93,87,0.14,87,3.10,86,3.22,85,1.92,86,2.46,0.06
D,45,Maatsen,4.5,4.5,Aston Villa,32,1.16,32,1.37,34,1.68,34,2.16,32,0.09,34,1.52,36,1.87,36,1.08,36,1.36,0.00
G,46,Marschall,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,47,Martinez,5.0,5.0,Aston Villa,94,3.30,93,3.53,92,3.77,92,5.79,92,0.28,92,3.56,91,4.58,91,2.29,91,3.34,0.06
M,48,McGinn,5.2,5.2,Aston Villa,57,2.05,55,2.18,58,2.61,57,3.71,57,0.17,58,2.32,57,3.01,57,1.66,59,2.25,0.00
D,49,Mings,4.4,4.4,Aston Villa,57,1.64,51,1.96,47,2.07,46,2.39,49,0.10,47,1.80,47,2.03,49,1.23,46,1.47,0.00
D,50,Nedeljkovic,3.9,3.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,51,Olsen,4.5,4.5,Aston Villa,1,0.04,2,0.09,3,0.11,3,0.18,3,0.01,3,0.12,4,0.19,4,0.10,4,0.14,0.00
D,52,Pau,4.2,4.2,Aston Villa,54,1.46,66,2.33,75,3.08,73,3.41,71,0.13,73,2.67,71,2.80,70,1.65,70,2.09,0.00
M,53,Ramsey,5.4,5.4,Aston Villa,54,2.26,51,2.29,52,2.67,51,3.85,51,0.18,50,2.28,51,3.08,51,1.78,54,2.26,0.00
M,54,Rogers,5.5,5.2,Aston Villa,80,3.18,76,3.40,69,3.62,68,5.14,72,0.25,71,3.34,70,4.32,68,2.41,70,2.96,0.08
G,55,Sinisalo,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,56,Sousa,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,57,Tielemans,5.5,5.5,Aston Villa,81,2.70,76,2.85,72,3.01,70,4.47,70,0.21,69,2.70,69,3.52,70,2.03,70,2.48,0.00
F,58,Watkins,8.9,8.9,Aston Villa,70,3.56,81,4.38,80,5.09,79,7.13,78,0.32,78,4.36,78,5.87,78,3.49,79,3.98,0.01
D,59,Aarons,4.3,4.3,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,60,Adams,4.9,4.9,Bournemouth,47,1.61,44,1.37,46,1.46,46,1.73,39,0.82,39,1.10,42,1.80,42,0.87,43,1.48,0.00
M,61,Anthony,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,62,Brooks,4.9,4.9,Bournemouth,24,1.57,24,1.32,27,1.53,27,1.77,24,0.90,23,1.03,24,1.92,24,0.84,26,1.71,0.00
M,63,Christie,4.9,4.9,Bournemouth,62,2.88,61,2.35,46,1.88,49,2.32,66,1.71,65,1.99,64,3.47,62,1.53,63,2.97,0.00
M,64,Cook,5.0,5.0,Bournemouth,87,3.07,80,2.43,78,2.46,76,2.74,74,1.52,73,1.83,71,2.97,72,1.37,71,2.55,0.00
F,65,Enes Ünal,5.4,5.4,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,66,Faivre,5.0,5.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,67,H.Traorè,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,68,Hill,3.9,3.9,Bournemouth,30,1.46,22,0.91,10,0.40,10,0.48,11,0.30,12,0.41,13,0.71,12,0.27,14,0.65,0.00
F,69,Jebbison,4.5,4.5,Bournemouth,0,0.00,1,0.11,2,0.16,2,0.21,2,0.12,2,0.17,2,0.26,2,0.12,3,0.24,0.00
D,70,Kerkez,5.2,5.2,Bournemouth,89,4.25,86,3.15,84,3.32,83,3.41,83,2.08,81,1.91,81,3.85,82,1.27,81,4.04,0.08
M,71,Kluivert,6.2,6.2,Bournemouth,64,4.63,75,4.20,74,4.50,72,4.83,68,2.75,69,2.83,69,5.70,68,2.35,67,5.01,0.72
D,72,Mepham,4.4,4.4,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,73,Neto,4.1,4.1,Arsenal,1,0.06,1,0.06,2,0.11,3,0.20,4,0.10,0,0.00,5,0.20,4,0.18,5,0.22,0.00
M,74,O.Dango,5.1,5.1,Bournemouth,30,2.27,33,2.05,35,2.23,37,2.64,34,1.44,35,1.60,36,3.11,35,1.36,36,2.81,0.41
G,75,Paulsen,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,76,Philip,4.8,4.8,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,77,Scott,4.7,4.7,Bournemouth,41,1.87,36,1.49,41,1.68,39,1.90,34,0.96,36,1.27,37,2.09,38,1.00,38,1.79,0.00
M,78,Semenyo,5.7,5.7,Bournemouth,85,5.21,70,3.46,58,3.04,62,3.66,79,2.72,78,2.71,76,5.36,78,2.31,76,4.84,0.56
D,79,Senesi,4.6,4.6,Bournemouth,20,0.94,28,1.06,40,1.60,41,1.74,44,1.12,40,1.02,40,1.94,42,0.70,43,2.12,0.00
M,80,Sinisterra,4.8,4.8,Bournemouth,13,0.90,19,1.17,25,1.54,25,1.79,22,0.90,22,1.02,23,1.95,23,0.87,23,1.66,0.00
D,81,Smith,4.4,4.4,Bournemouth,34,1.62,46,1.72,65,2.59,64,2.67,62,1.58,60,1.55,58,2.83,60,1.01,58,2.84,0.00
F,82,Solanke,7.3,7.3,Spurs,87,3.89,83,5.85,80,3.95,80,4.22,77,3.14,77,3.87,76,5.15,76,2.54,75,4.00,0.00
M,83,Tavernier,5.4,5.4,Bournemouth,65,4.08,64,3.25,63,3.33,62,3.80,58,2.03,59,2.27,58,4.23,58,1.83,59,3.77,0.00
G,84,Travers,4.4,4.4,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,85,Zabarnyi,4.4,4.4,Bournemouth,89,3.79,85,2.86,82,2.95,80,2.98,78,1.76,80,1.77,78,3.32,77,1.07,77,3.42,0.00
D,86,Ajer,4.4,4.4,Brentford,32,0.90,30,0.95,23,0.59,20,0.71,20,0.39,22,0.91,22,1.23,23,0.74,23,0.84,0.00
M,87,Brierley,4.4,4.4,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,88,Collins,4.5,4.5,Brentford,89,1.89,82,2.15,79,1.48,80,2.37,78,1.25,78,2.79,76,3.60,75,2.12,76,2.38,0.00
M,89,Damsgaard,5.1,5.1,Brentford,73,2.70,71,2.81,70,2.20,70,2.94,66,1.52,68,3.17,67,4.14,67,2.45,68,2.76,0.00
M,90,Dasilva,4.8,4.8,Brentford,3,0.15,5,0.29,7,0.34,11,0.61,11,0.35,12,0.70,12,0.94,12,0.54,11,0.54,0.00
G,91,Flekken,4.4,4.4,Brentford,94,3.28,92,3.23,92,3.13,92,3.39,92,1.99,91,3.72,91,5.02,91,2.90,90,3.33,0.15
D,92,Henry,4.3,4.3,Brentford,7,0.21,12,0.39,18,0.48,18,0.65,20,0.41,19,0.79,22,1.21,23,0.75,20,0.73,0.00
D,93,Hickey,4.3,4.3,Brentford,5,0.16,27,0.79,49,1.06,58,1.86,59,1.02,59,2.22,59,2.95,57,1.72,58,1.91,0.00
M,94,Janelt,4.9,4.9,Brentford,71,2.17,67,2.17,66,1.86,64,2.22,63,1.23,64,2.51,62,3.18,62,1.86,62,2.09,0.00
M,95,Jensen,5.3,5.3,Brentford,20,0.81,33,1.31,48,1.61,48,2.02,50,1.16,49,2.28,50,3.05,52,1.81,49,1.95,0.00
D,96,Ji-soo,3.9,3.9,Brentford,2,0.03,2,0.05,2,0.05,2,0.06,3,0.04,4,0.10,3,0.11,4,0.08,3,0.08,0.00
M,97,Konak,4.4,4.4,Brentford,5,0.24,5,0.23,3,0.13,3,0.17,3,0.11,5,0.25,4,0.30,5,0.19,4,0.21,0.00
M,98,Lewis-Potter,5.0,5.0,Brentford,79,2.61,74,2.62,71,2.18,71,2.78,70,1.52,69,2.99,68,3.95,69,2.35,68,2.63,0.00
M,99,Mbeumo,8.1,7.9,Brentford,90,4.81,87,5.13,87,3.59,83,5.39,83,2.79,83,5.98,81,7.59,82,4.64,81,4.81,0.71
D,100,Mee,4.2,4.2,Brentford,5,0.11,7,0.18,5,0.12,6,0.17,8,0.13,7,0.25,9,0.43,8,0.23,8,0.24,0.00
M,101,Nørgaard,4.8,4.8,Brentford,83,2.41,80,2.47,77,2.03,73,2.43,74,1.39,71,2.67,73,3.52,70,2.03,70,2.28,0.00
M,102,Onyeka,4.9,4.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,103,Peart-Harris,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,104,Pinnock,4.4,4.4,Brentford,85,1.89,80,2.18,77,1.52,73,2.28,74,1.25,72,2.68,71,3.55,71,2.09,72,2.33,0.00
D,105,Roerslev,4.3,4.3,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,106,Schade,5.1,5.1,Brentford,75,3.33,72,3.46,69,2.52,66,3.42,64,1.80,67,3.90,65,4.96,67,2.96,64,3.28,0.00
F,107,Thiago,5.9,5.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,108,Toney,7.3,7.3,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,109,Valdimarsson,3.9,3.9,Brentford,1,0.04,3,0.10,3,0.09,3,0.12,3,0.07,4,0.15,4,0.21,4,0.13,5,0.18,0.24
F,110,Wissa,6.5,6.5,Brentford,91,4.01,88,4.31,86,3.06,83,4.43,83,2.37,82,4.87,82,6.31,81,3.75,81,4.08,0.18
M,111,Yarmoliuk,4.4,4.4,Brentford,31,1.23,31,1.26,26,0.96,29,1.29,29,0.71,30,1.43,30,1.86,30,1.10,30,1.26,0.00
D,112,Zanka,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,113,Adingra,5.1,5.1,Brighton,13,0.79,14,0.78,16,1.08,18,1.48,20,0.50,19,1.18,20,1.50,21,0.93,22,1.25,0.00
M,114,Baker-Boaitey,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,115,Baleba,5.0,5.0,Brighton,85,2.74,84,2.45,81,3.01,79,3.46,78,1.06,78,2.53,77,3.13,77,1.88,78,2.40,0.00
D,116,Barco,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,117,Buonanotte,4.6,4.6,Leicester,35,1.42,37,1.59,0,0.00,36,1.42,35,1.53,36,1.90,36,1.47,37,1.82,36,1.45,0.00
M,118,Cozier-Duberry,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,119,Dahoud,4.9,4.9,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,120,Dunk,4.2,4.2,Brighton,35,1.45,55,2.02,77,4.11,75,3.84,74,1.36,73,2.81,73,3.77,71,1.84,73,2.40,0.13
M,121,Enciso,5.4,5.4,Ipswich,68,2.56,66,3.08,63,2.32,61,2.18,60,2.20,61,2.38,59,2.70,58,2.62,58,2.62,0.00
D,122,Estupiñan,4.9,4.9,Brighton,86,3.69,81,3.14,74,4.29,74,4.13,72,1.45,73,3.01,71,3.90,71,2.00,67,2.44,0.00
F,123,Ferguson,5.5,5.5,West Ham,25,1.33,23,1.25,19,0.90,15,1.38,0,0.00,20,1.26,19,1.21,24,1.16,25,1.37,0.00
M,124,Gilmour,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,125,Gross,6.5,6.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,126,Hinshelwood,4.9,4.9,Brighton,55,2.10,48,1.77,44,1.95,43,2.35,43,0.71,45,1.80,45,2.25,44,1.31,43,1.63,0.00
M,127,I.Osman,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,128,Igor,4.3,4.3,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,129,João Pedro,5.6,5.5,Brighton,64,4.05,62,3.32,63,4.63,62,5.27,61,1.62,60,3.79,61,4.61,59,2.66,60,3.66,0.49
M,130,Kozlowski,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,131,Lamptey,4.4,4.4,Brighton,34,1.49,38,1.53,35,1.96,35,2.08,37,0.73,36,1.57,36,2.01,37,1.11,35,1.36,0.00
M,132,March,6.5,6.5,Brighton,8,0.57,9,0.54,9,0.67,10,0.91,11,0.29,11,0.71,11,0.81,11,0.51,11,0.68,0.00
M,133,Mazilu,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,134,Milner,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,0.18,7,0.48,9,0.35,8,0.40,0.00
M,135,Minteh,5.0,5.0,Brighton,70,3.81,68,3.16,68,4.37,64,4.70,63,1.44,63,3.38,64,4.25,61,2.31,61,3.19,0.01
M,136,Mitoma,6.5,6.5,Brighton,79,4.17,77,3.46,73,4.66,72,5.20,71,1.58,69,3.65,68,4.51,67,2.56,66,3.45,0.00
M,137,Moder,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,138,O’Mahony,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,139,Offiah,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,140,Peupion,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,141,Sarmiento,4.9,4.9,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,142,Steele,4.1,4.1,Brighton,1,0.05,1,0.05,3,0.14,3,0.18,3,0.06,4,0.15,3,0.17,4,0.14,3,0.13,0.00
F,143,Undav,5.5,5.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,144,Van Hecke,4.5,4.5,Brighton,91,3.26,87,2.84,86,4.10,86,3.90,83,1.39,83,2.90,82,3.83,81,1.87,81,2.40,0.01
D,145,Veltman,4.3,4.3,Brighton,32,1.25,48,1.66,66,3.30,64,3.11,64,1.10,63,2.36,62,3.06,61,1.49,60,1.89,0.00
G,146,Verbruggen,4.5,4.5,Brighton,93,3.56,93,3.55,92,3.97,92,4.78,91,1.48,91,3.52,91,4.61,90,2.64,91,3.25,0.04
D,147,Webster,4.3,4.3,Brighton,62,2.40,49,1.79,31,1.49,33,1.70,36,0.63,34,1.33,35,1.79,38,1.01,37,1.23,0.00
F,148,Welbeck,5.5,5.5,Brighton,52,3.19,53,2.76,49,3.51,51,4.24,50,1.27,51,3.08,51,3.69,50,2.13,51,3.01,0.04
M,149,Wieffer,4.7,4.7,Brighton,7,0.35,7,0.31,7,0.37,8,0.52,10,0.18,11,0.51,10,0.57,9,0.34,11,0.47,0.00
M,150,Andrey Santos,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,151,Ângelo,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,152,Arrizabalaga,4.6,4.6,Bournemouth,94,3.90,92,3.55,92,3.55,92,4.20,92,2.29,92,3.14,92,4.69,92,2.25,92,3.96,0.02
D,153,B.Badiashile,4.2,4.2,Chelsea,17,0.61,21,0.71,24,1.09,24,0.84,25,1.11,28,0.86,26,0.92,28,1.00,30,1.07,0.00
G,154,Bergström,3.9,3.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,155,Bettinelli,3.9,3.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,156,Broja,5.3,5.3,Everton,19,0.92,20,1.02,15,0.76,16,0.84,0,0.00,17,1.04,17,0.87,16,1.06,16,0.79,0.00
M,157,Caicedo,4.9,4.9,Chelsea,83,2.44,61,1.68,45,1.47,56,1.51,67,2.00,77,1.97,75,2.17,76,1.88,75,2.00,0.00
M,158,Casadei,4.4,4.4,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,159,Chalobah,4.4,4.4,Chelsea,8,0.26,12,0.40,14,0.63,15,0.52,15,0.64,16,0.48,17,0.58,18,0.62,16,0.56,0.00
D,160,Chilwell,4.6,4.6,Crystal Palace,30,1.64,29,1.24,29,1.97,31,1.79,31,0.59,32,1.53,32,1.51,31,1.46,33,1.00,0.00
M,161,Chukwuemeka,4.7,4.7,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,162,Colwill,4.4,4.4,Chelsea,86,3.08,83,2.57,81,3.77,79,2.56,77,3.32,76,2.12,77,2.40,75,2.48,74,2.39,0.36
D,163,Cucurella,5.2,5.2,Chelsea,88,3.34,84,2.81,82,4.09,81,2.74,79,3.59,78,2.29,79,2.58,77,2.73,77,2.62,0.01
F,164,D.D.Fofana,5.4,5.4,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,165,Deivid,4.9,4.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,166,Dewsbury-Hall,5.5,5.5,Chelsea,14,0.81,14,0.68,12,0.62,11,0.50,12,0.59,10,0.46,11,0.54,16,0.69,11,0.49,0.00
D,167,Disasi,4.2,4.2,Aston Villa,41,1.16,39,1.45,37,1.60,38,1.91,39,0.08,41,1.52,41,1.73,40,0.99,41,1.28,0.01
M,168,Enzo,4.7,4.7,Chelsea,90,4.14,88,3.45,86,3.96,86,2.97,85,3.42,84,2.88,83,3.21,84,3.00,82,2.92,0.01
M,169,Gallagher,5.9,5.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
